File,Line,Column,Function,Model,Width,Height,Aspect,ImagesPerCall,RewriterEnabled,SafetyLevel,WatermarkEnabled,Seed,TimeoutMs,RetryPolicy,Backoff,ConcurrencyKey,QueueLib,CacheLayer,CacheKeyFormat,EnvRefs,Notes
"apps/memory-service/src/embedding-worker.ts","15","","","","","","","","","","","","","","","","","","","","timeout pattern found"
"apps/memory-service/src/metrics.ts","5","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/metrics.ts","9","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/metrics.ts","13","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/metrics.ts","17","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/metrics.ts","28","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/metrics.ts","29","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/metrics.ts","51","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/metrics.ts","60","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/metrics.ts","65","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/metrics.ts","85","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/metrics.ts","60","","","","","","","","","","","","","","","","","","","","rateLimit pattern found"
"apps/memory-service/src/models.ts","438","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/queue.ts","2","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/queue.ts","8","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/queue.ts","23","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/queue.ts","25","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/queue.ts","29","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/queue.ts","34","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/queue.ts","49","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/queue.ts","51","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/queue.ts","63","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/queue.ts","69","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/queue.ts","70","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/queue.ts","81","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/queue.ts","95","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/queue.ts","106","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/queue.ts","142","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/queue.ts","143","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/queue.ts","148","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/queue.ts","160","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/queue.ts","173","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/queue.ts","176","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/queue.ts","187","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/queue.ts","29","","","","","","","","","","","","","","","","","","","","timeout pattern found"
"apps/memory-service/src/queue.ts","81","","","","","","","","","","","","","","","","","","","","timeout pattern found"
"apps/memory-service/src/queue.ts","143","","","","","","","","","","","","","","","","","","","","timeout pattern found"
"apps/memory-service/src/queue.ts","187","","","","","","","","","","","","","","","","","","","","timeout pattern found"
"apps/memory-service/src/queue.ts","23","","","","","","","","","","","","","","","","","","","","retry pattern found"
"apps/memory-service/src/queue.ts","148","","","","","","","","","","","","","","","","","","","","retry pattern found"
"apps/memory-service/src/redis.js","23","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/redis.js","27","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/redis.ts","29","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/redis.ts","33","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/redis.ts","29","","","","","","","","","","","","","","","","","","","","retry pattern found"
"apps/memory-service/src/redis.ts","33","","","","","","","","","","","","","","","","","","","","retry pattern found"
"apps/memory-service/src/retention.ts","215","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/retention.ts","215","","","","","","","","","","","","","","","","","","","","timeout pattern found"
"apps/memory-service/src/routes.ts","5","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/routes.ts","10","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/routes.ts","23","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/routes.ts","30","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/routes.ts","33","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/routes.ts","77","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/routes.ts","78","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/routes.ts","117","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/routes.ts","118","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/routes.ts","161","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/routes.ts","168","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/routes.ts","170","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/routes.ts","296","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/routes.ts","301","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/routes.ts","304","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/routes.ts","305","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/routes.ts","306","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/routes.ts","524","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/routes.ts","525","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/routes.ts","528","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/routes.ts","660","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/routes.ts","762","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/routes.ts","766","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/routes.ts","769","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/routes.ts","770","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/routes.ts","789","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/routes.ts","793","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/routes.ts","796","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/routes.ts","797","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/routes.ts","874","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/routes.ts","929","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/routes.ts","930","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/routes.ts","937","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/routes.ts","942","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/routes.ts","950","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/routes.ts","524","","","","","","","","","","","","","","","","","","","","timeout pattern found"
"apps/memory-service/src/routes.ts","525","","","","","","","","","","","","","","","","","","","","timeout pattern found"
"apps/memory-service/src/routes.ts","528","","","","","","","","","","","","","","","","","","","","timeout pattern found"
"apps/memory-service/src/routes.ts","304","","","","","","","","","","","","","","","","","","","","retry pattern found"
"apps/memory-service/src/routes.ts","769","","","","","","","","","","","","","","","","","","","","retry pattern found"
"apps/memory-service/src/routes.ts","796","","","","","","","","","","","","","","","","","","","","retry pattern found"
"apps/memory-service/src/server.ts","9","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/server.ts","10","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/server.ts","13","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/server.ts","75","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/server.ts","86","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/server.ts","95","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/server.ts","96","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/server.ts","113","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/server.ts","114","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/summarizer.ts","17","","","","","","","","","","","","","","","","","","","GOOGLE_API_KEY",""
"apps/memory-service/src/summarizer.ts","46","","","","","","","","","","","","","","","","","","","GOOGLE_API_KEY",""
"apps/memory-service/src/summarizer.ts","49","","","","","","","","","","","","","","","","","","","GOOGLE_API_KEY",""
"apps/memory-service/src/summarizer.ts","52","","","","","","","","","","","","","","","","","","","GOOGLE_API_KEY",""
"apps/memory-service/src/summarizer.ts","57","","","","","","","","","","","","","","","","","","","GOOGLE_API_KEY",""
"apps/memory-service/src/summarizer.ts","60","","","","","","","","","","","","","","","","","","","GOOGLE_API_KEY",""
"apps/memory-service/src/summarizer.ts","63","","","","","","","","","","","","","","","","","","","GOOGLE_API_KEY",""
"apps/memory-service/src/summarizer.ts","66","","","","","","","","","","","","","","","","","","","GOOGLE_API_KEY",""
"apps/memory-service/src/summarizer.ts","72","","","","","","","","","","","","","","","","","","","GOOGLE_API_KEY",""
"apps/memory-service/src/summarizer.ts","126","","","","","","","","","","","","","","","","","","","GOOGLE_API_KEY",""
"apps/memory-service/src/userProfile.ts","8","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/userProfile.ts","34","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/userProfile.ts","231","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/webSearch.ts","6","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/webSearch.ts","70","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/webSearch.ts","142","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/webSearch.ts","151","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/webSearch.ts","165","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/webSearch.ts","291","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/webSearch.ts","298","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/webSearch.ts","310","","","","","","","","","","","","","","","","","","","",""
"apps/memory-service/src/webSearch.ts","142","","","","","","","","","","","","","","","","","","","","timeout pattern found"
"apps/memory-service/src/webSearch.ts","151","","","","","","","","","","","","","","","","","","","","timeout pattern found"
"apps/memory-service/src/webSearch.ts","165","","","","","","","","","","","","","","","","","","","","timeout pattern found"
"apps/memory-service/src/webSearch.ts","291","","","","","","","","","","","","","","","","","","","","timeout pattern found"
"apps/memory-service/src/webSearch.ts","298","","","","","","","","","","","","","","","","","","","","timeout pattern found"
"apps/memory-service/src/webSearch.ts","310","","","","","","","","","","","","","","","","","","","","timeout pattern found"
"apps/ingestion-service/src/config.ts","19","","","","","","","","","","","","","","","","","","","",""
"apps/ingestion-service/src/config.ts","43","","","","","","","","","","","","","","","","","","","",""
"apps/ingestion-service/src/config.ts","54","","","","","","","","","","","","","","","","","","","",""
"apps/ingestion-service/src/config.ts","65","","","","","","","","","","","","","","","","","","","",""
"apps/ingestion-service/src/config.ts","76","","","","","","","","","","","","","","","","","","","",""
"apps/ingestion-service/src/config.ts","88","","","","","","","","","","","","","","","","","","","",""
"apps/ingestion-service/src/config.ts","99","","","","","","","","","","","","","","","","","","","",""
"apps/ingestion-service/src/config.ts","110","","","","","","","","","","","","","","","","","","","",""
"apps/ingestion-service/src/config.ts","122","","","","","","","","","","","","","","","","","","","",""
"apps/ingestion-service/src/config.ts","133","","","","","","","","","","","","","","","","","","","",""
"apps/ingestion-service/src/config.ts","145","","","","","","","","","","","","","","","","","","","",""
"apps/ingestion-service/src/config.ts","183","","","","","","","","","","","","","","","","","","","",""
"apps/ingestion-service/src/config.ts","209","","","","","","","","","","","","","","","","","","","",""
"apps/ingestion-service/src/config.ts","19","","","","","","","","","","","","","","","","","","","","rateLimit pattern found"
"apps/ingestion-service/src/config.ts","43","","","","","","","","","","","","","","","","","","","","rateLimit pattern found"
"apps/ingestion-service/src/config.ts","54","","","","","","","","","","","","","","","","","","","","rateLimit pattern found"
"apps/ingestion-service/src/config.ts","65","","","","","","","","","","","","","","","","","","","","rateLimit pattern found"
"apps/ingestion-service/src/config.ts","76","","","","","","","","","","","","","","","","","","","","rateLimit pattern found"
"apps/ingestion-service/src/config.ts","88","","","","","","","","","","","","","","","","","","","","rateLimit pattern found"
"apps/ingestion-service/src/config.ts","99","","","","","","","","","","","","","","","","","","","","rateLimit pattern found"
"apps/ingestion-service/src/config.ts","110","","","","","","","","","","","","","","","","","","","","rateLimit pattern found"
"apps/ingestion-service/src/config.ts","122","","","","","","","","","","","","","","","","","","","","rateLimit pattern found"
"apps/ingestion-service/src/config.ts","133","","","","","","","","","","","","","","","","","","","","rateLimit pattern found"
"apps/ingestion-service/src/config.ts","145","","","","","","","","","","","","","","","","","","","","rateLimit pattern found"
"apps/ingestion-service/src/config.ts","183","","","","","","","","","","","","","","","","","","","","rateLimit pattern found"
"apps/ingestion-service/src/config.ts","209","","","","","","","","","","","","","","","","","","","","rateLimit pattern found"
"apps/ingestion-service/src/db.ts","60","","","","","","","","","","","","","","","","","","","",""
"apps/ingestion-service/src/scheduler.ts","23","","","","","","","","","","","","","","","","","","","",""
"apps/ingestion-service/src/scheduler.ts","23","","","","","","","","","","","","","","","","","","","","timeout pattern found"
"apps/ingestion-service/src/server.ts","90","","","","","","","","","","","","","","","","","","","",""
"apps/ingestion-service/src/server.ts","90","","","","","","","","","","","","","","","","","","","","timeout pattern found"
"apps/llm-gateway/src/ContextPreprocessor.ts","4","","","","","","","","","","","","","","","","","","","",""
"apps/llm-gateway/src/ContextTrimmer.ts","58","","","","","","","","","","","","","","","","","","","",""
"apps/llm-gateway/src/ContextTrimmer.ts","61","","","","","","","","","","","","","","","","","","","",""
"apps/llm-gateway/src/ContextTrimmer.ts","62","","","","","","","","","","","","","","","","","","","",""
"apps/llm-gateway/src/ContextTrimmer.ts","68","","","","","","","","","","","","","","","","","","","","timeout pattern found"
"apps/llm-gateway/src/ContextTrimmer.ts","153","","","","","","","","","","","","","","","","","","","",""
"apps/llm-gateway/src/ContextTrimmer.ts","155","","","","","","","","","","","","","","","","","","","",""
"apps/llm-gateway/src/ContextTrimmer.ts","156","","","","","","","","","","","","","","","","","","","",""
"apps/llm-gateway/src/ContextTrimmer.ts","164","","","","","","","","","","","","","","","","","","","",""
"apps/llm-gateway/src/ContextTrimmer.ts","294","","","","","","","","","","","","","","","","","","","",""
"apps/llm-gateway/src/ContextTrimmer.ts","61","","","","","","","","","","","","","","","","","","","","timeout pattern found"
"apps/llm-gateway/src/ContextTrimmer.ts","153","","","","","","","","","","","","","","","","","","","","timeout pattern found"
"apps/llm-gateway/src/ContextTrimmer.ts","155","","","","","","","","","","","","","","","","","","","","timeout pattern found"
"apps/llm-gateway/src/ContextTrimmer.ts","156","","","","","","","","","","","","","","","","","","","","timeout pattern found"
"apps/llm-gateway/src/ContextTrimmer.ts","164","","","","","","","","","","","","","","","","","","","","timeout pattern found"
"apps/llm-gateway/src/ContextTrimmer.ts","294","","","","","","","","","","","","","","","","","","","","timeout pattern found"
"apps/llm-gateway/src/ContextTrimmer.ts","58","","","","","","","","","","","","","","","","","","","","retry pattern found"
"apps/llm-gateway/src/ContextTrimmer.ts","62","","","","","","","","","","","","","","","","","","","","retry pattern found"
"apps/llm-gateway/src/ConversationFlowTester.ts","392","","","","","","","","","","","","","","","","","","","",""
"apps/llm-gateway/src/ConversationFlowTester.ts","420","","","","","","","","","","","","","","","","","","","",""
"apps/llm-gateway/src/ConversationFlowTester.ts","593","","","","","","","","","","","","","","","","","","","",""
"apps/llm-gateway/src/ConversationFlowTester.ts","660","","","","","","","","","","","","","","","","","","","",""
"apps/llm-gateway/src/ConversationFlowTester.ts","660","","","","","","","","","","","","","","","","","","","","timeout pattern found"
"apps/llm-gateway/src/CostTracker.ts","17","","","","","","","","","","","","","","","","","","","",""
"apps/llm-gateway/src/CostTracker.ts","27","","","","","","","","","","","","","","","","","","","",""
"apps/llm-gateway/src/CostTracker.ts","123","","","","","","","","","","","","","","","","","","","",""
"apps/llm-gateway/src/CostTracker.ts","159","","","","","","","","","","","","","","","","","","","",""
"apps/llm-gateway/src/CostTracker.ts","269","","","","","","","","","","","","","","","","","","","",""
"apps/llm-gateway/src/IntelligentCache.ts","62","","","","","","","","","","","","","","","","","","","",""
"apps/llm-gateway/src/IntelligentModelRouter.ts","27","","","","","","","","","","","","","","","","","","","",""
"apps/llm-gateway/src/IntelligentModelRouter.ts","61","","","","","","","","","","","","","","","","","","","",""
"apps/llm-gateway/src/IntelligentModelRouter.ts","106","","","","","","","","","","","","","","","","","","","",""
"apps/llm-gateway/src/IntelligentModelRouter.ts","113","","","","","","","","","","","","","","","","","","","",""
"apps/llm-gateway/src/IntelligentModelRouter.ts","120","","","","","","","","","","","","","","","","","","","",""
"apps/llm-gateway/src/IntelligentModelRouter.ts","127","","","","","","","","","","","","","","","","","","","",""
"apps/llm-gateway/src/IntelligentModelRouter.ts","142","","","","","","","","","","","","","","","","","","","",""
"apps/llm-gateway/src/IntelligentModelRouter.ts","163","","","","","","","","","","","","","","","","","","","",""
"apps/llm-gateway/src/IntelligentModelRouter.ts","254","","","","","","","","","","","","","","","","","","","",""
"apps/llm-gateway/src/IntelligentModelRouter.ts","280","","","","","","","","","","","","","","","","","","","",""
"apps/llm-gateway/src/IntelligentModelRouter.ts","299","","","","","","","","","","","","","","","","","","","",""
"apps/llm-gateway/src/IntelligentModelRouter.ts","310","","","","","","","","","","","","","","","","","","","",""
"apps/llm-gateway/src/IntelligentModelRouter.ts","321","","","","","","","","","","","","","","","","","","","",""
"apps/llm-gateway/src/IntelligentModelRouter.ts","332","","","","","","","","","","","","","","","","","","","",""
"apps/llm-gateway/src/IntelligentModelRouter.ts","346","","","","","","","","","","","","","","","","","","","",""
"apps/llm-gateway/src/IntelligentModelRouter.ts","381","","","","","","","","","","","","","","","","","","","",""
"apps/llm-gateway/src/IntelligentModelRouter.ts","387","","","","","","","","","","","","","","","","","","","",""
"apps/llm-gateway/src/MemoryRecallStabilizer.ts","11","","","","","","","","","","","","","","","","","","","",""
"apps/llm-gateway/src/MemoryRecallStabilizer.ts","13","","","","","","","","","","","","","","","","","","","",""
"apps/llm-gateway/src/MemoryRecallStabilizer.ts","19","","","","","","","","","","","","","","","","","","","",""
"apps/llm-gateway/src/MemoryRecallStabilizer.ts","26","","","","","","","","","","","","","","","","","","","",""
"apps/llm-gateway/src/MemoryRecallStabilizer.ts","34","","","","","","","","","","","","","","","","","","","",""
"apps/llm-gateway/src/MemoryRecallStabilizer.ts","43","","","","","","","","","","","","","","","","","","","",""
"apps/llm-gateway/src/MemoryRecallStabilizer.ts","57","","","","","","","","","","","","","","","","","","","",""
"apps/llm-gateway/src/MemoryRecallStabilizer.ts","66","","","","","","","","","","","","","","","","","","","",""
"apps/llm-gateway/src/MemoryRecallStabilizer.ts","68","","","","","","","","","","","","","","","","","","","",""
"apps/llm-gateway/src/MemoryRecallStabilizer.ts","70","","","","","","","","","","","","","","","","","","","",""
"apps/llm-gateway/src/MemoryRecallStabilizer.ts","78","","","","","","","","","","","","","","","","","","","",""
"apps/llm-gateway/src/MemoryRecallStabilizer.ts","166","","","","","","","","","","","","","","","","","","","",""
